Gene1,Gene2,Ka,Ks,Ka/Ks,Species,Organism_Name
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092403.1_cds_XP_041151191.2_13156,0.8628841320230203,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092403.1_cds_XP_041150814.1_13597,0.9082736619864288,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092405.1_cds_XP_041145761.1_6813,0.8239592165010822,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092410.1_cds_XP_071367646.1_10149,0.8260826607281551,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092407.1_cds_XP_041144220.1_5041,0.9617177932509876,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092407.1_cds_XP_041145480.1_6500,0.8655723540318915,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092410.1_cds_XP_041148646.1_11239,0.8525363510020489,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092410.1_cds_XP_071367753.1_10474,0.9108073867402876,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092406.1_cds_XP_071365737.1_1046,0.9108913594116002,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092405.1_cds_XP_041146944.1_8176,0.923896399474889,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092405.1_cds_XP_041146766.1_7978,0.8952481891288617,5.553665681713293,0.1611995104560704,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092409.1_cds_XP_071363518.1_2614,0.8416003939969945,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092409.1_cds_XP_071363852.1_3616,0.9237805786583068,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092405.1_cds_XP_041146041.1_7126,0.9976998972376704,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092409.1_cds_XP_041142991.1_3656,0.9569898290359872,3.698976338310681,0.2587174778936389,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092408.1_cds_XP_071364510.1_9298,0.9542613296017032,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092406.1_cds_XP_041139795.2_2317,0.9968829630848512,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,mfs2,0.9943168180538716,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092403.1_cds_XP_041151669.1_12596,0.8814709341450497,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092406.1_cds_XP_041140761.2_1232,lcl|NC_092409.1_cds_XP_071364123.1_4545,0.8769190212386506,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_071364335.1_8735,lcl|NC_092407.1_cds_XP_071365326.1_6400,1.2404390677730954,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_071364335.1_8735,lepH,1.3935922999742916,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092405.1_cds_XP_071366737.1_8142,0.2992700172098461,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092405.1_cds_XP_041146867.1_8090,0.7443854170208806,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092410.1_cds_XP_071367641.1_10144,0.6706802740390331,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092404.1_cds_XP_041150323.1_12049,0.6862988799420358,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092405.1_cds_XP_041146885.1_8112,0.7372037681837988,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092403.1_cds_XP_071367501.1_13506,0.793484304115547,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092405.1_cds_XP_041146792.1_8008,0.9263011297901468,4.774852835799454,0.1939957442971237,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092407.1_cds_XP_041144647.1_5549,0.9565065241472156,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146009.1_7095,lcl|NC_092405.1_cds_XP_071366277.1_6787,1.2083308699074655,3.336049824133679,0.3622040837538302,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092407.1_cds_XP_041145495.2_6517,lcl|NC_092407.1_cds_XP_071365033.1_5496,1.0619545341479617,2.10353723498825,0.5048422801766537,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092407.1_cds_XP_041145495.2_6517,lcl|NC_092403.1_cds_XP_041151568.2_12716,1.090305297558413,2.126890207212278,0.5126288577855083,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092407.1_cds_XP_071364851.1_4975,lcl|NC_092405.1_cds_XP_071366187.1_6533,0.9317620243709576,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_071363671.1_3077,lcl|NC_092405.1_cds_XP_071366277.1_6787,0.5585888949210676,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_071363671.1_3077,lcl|NC_092407.1_cds_XP_041144647.1_5549,1.1016883474543673,2.55158579420406,0.4317661392992773,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_071363671.1_3077,lcl|NC_092405.1_cds_XP_041146792.1_8008,1.1811900072088777,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092407.1_cds_XP_041145432.1_6445,0.4653346198029422,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092404.1_cds_XP_041150429.1_12169,0.7144875636181416,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092406.1_cds_XP_041140246.1_1809,0.7083030573051946,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092405.1_cds_XP_041145650.1_6703,0.7555368321882284,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092404.1_cds_XP_041150079.1_11773,0.7401961653984146,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092405.1_cds_XP_041145531.1_6560,0.7764162545473715,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092406.1_cds_XP_071365387.1_45,0.8781494462738015,2.640957472184197,0.3325117710235335,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092403.1_cds_XP_041151174.2_13176,0.9651212239037574,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092409.1_cds_XP_071364074.1_4374,1.4277268598767852,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150045.1_11733,lcl|NC_092408.1_cds_XP_041148401.1_9851,1.0392655356210896,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092410.1_cds_XP_071367599.1_9991,lcl|NC_092407.1_cds_XP_041145420.1_6430,0.730518804008594,2.6647947982286038,0.2741369821399378,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092410.1_cds_XP_071367599.1_9991,lcl|NC_092406.1_cds_XP_071365389.1_50,0.7830327502858573,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092410.1_cds_XP_071367599.1_9991,lcl|NC_092405.1_cds_XP_041145998.1_7081,0.8640998357175356,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_041145292.2_6290,0.5578298532886504,3.1212520324563027,0.1787199006962793,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092406.1_cds_XP_041140639.2_1367,0.6761543560282527,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092408.1_cds_XP_071364347.1_8778,0.8148028358186359,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092405.1_cds_XP_041146118.1_7211,0.8496567597254727,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_041143918.1_4687,0.8096105963038461,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092408.1_cds_XP_041148347.1_9787,0.8960748518139023,2.5002071976144067,0.3584002368559292,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,aflT,0.9512729856314648,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092404.1_cds_XP_041149993.1_11669,0.9364320498542388,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092404.1_cds_XP_041150147.2_11849,0.9716056869014658,2.476836345252504,0.39227690144478,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_041143989.1_4770,0.939900019809373,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092403.1_cds_XP_041151251.1_13090,0.9147527241828924,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092409.1_cds_XP_041141992.1_2537,1.005216066083435,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092405.1_cds_XP_041146715.1_7905,0.9064598879118296,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092409.1_cds_XP_041142332.1_2922,0.9297712105288358,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_071364794.1_4815,1.059048848462887,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092406.1_cds_XP_071365997.1_1788,0.938069356754888,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_041145030.1_5981,0.9632812754763412,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092408.1_cds_XP_041147594.1_8941,1.0635703203363225,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092409.1_cds_XP_071363523.1_2623,1.12146097371126,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092403.1_cds_XP_041150779.2_13636,0.966206930741613,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092403.1_cds_XP_041151392.1_12919,1.078696500582122,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092405.1_cds_XP_071366736.1_8138,1.0837024094828869,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146983.1_8220,lcl|NC_092407.1_cds_XP_041144374.1_5229,1.1969331478830068,2.3300034449822125,0.5137044541546351,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092409.1_cds_XP_041142791.1_3431,0.6371891524012775,2.507955385165632,0.2540671800504122,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092405.1_cds_XP_041145625.1_6676,0.7335136291517572,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092407.1_cds_XP_041144297.1_5134,0.841382334194613,1.97118601074704,0.4268406581658652,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092406.1_cds_XP_071365373.1_20,0.7399055059133682,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092403.1_cds_XP_041151404.1_12907,0.8226472628137693,4.83785281660874,0.1700438797950931,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092409.1_cds_XP_041142587.2_3203,0.8373047643514326,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092406.1_cds_XP_071366006.1_1819,0.8705198320148639,2.8149873817988,0.309244665764219,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092404.1_cds_XP_041150686.1_12447,0.9168687718312616,3.565802349891372,0.2571283211642936,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_041149732.1_10007,0.9618843816836408,2.490946473277625,0.3861521682631657,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092409.1_cds_XP_071364154.1_4624,0.9349148200180062,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_071368067.1_11405,0.946513798852146,4.162273844455336,0.2274030576130928,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_041149563.1_10211,0.8924029036983484,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_071367791.1_10595,0.960400358376056,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092404.1_cds_XP_041150315.1_12039,0.8171108625853087,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092406.1_cds_XP_041141740.2_108,0.8975717034620747,1.8726264154899643,0.4793116747887106,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092409.1_cds_XP_071363991.1_4110,0.9502472532137124,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_041149690.2_10055,1.017791339463254,2.578552593547473,0.3947142059503297,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092409.1_cds_XP_041142727.1_3359,0.9566284591818232,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_041148930.1_10916,1.0039149486051828,1.788717067820385,0.5612485991585515,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092408.1_cds_XP_041147441.1_8762,1.049005472688362,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092410.1_cds_XP_041149460.1_10327,0.9417857055974608,3.052481978403935,0.3085311272140242,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092408.1_cds_XP_041147911.1_9292,0.9558328823661476,2.1888388902681184,0.4366848956384653,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092404.1_cds_XP_041150548.1_12297,0.9712668133658338,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092404.1_cds_XP_041150166.1_11869,1.095248004622073,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092409.1_cds_XP_041142072.1_2632,lcl|NC_092407.1_cds_XP_041144238.1_5063,1.0684397551563338,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092405.1_cds_XP_041146885.1_8112,0.4574646144942092,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092410.1_cds_XP_071367641.1_10144,0.798320790022303,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092405.1_cds_XP_041146867.1_8090,0.8853128335012839,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092405.1_cds_XP_071366737.1_8142,0.8685177730074969,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092407.1_cds_XP_041144647.1_5549,0.9322941063320264,2.1272102705415272,0.4382707808639391,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092404.1_cds_XP_041150323.1_12049,lcl|NC_092405.1_cds_XP_041146792.1_8008,1.1635860857186102,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092410.1_cds_XP_041148564.1_11326,lcl|NC_092407.1_cds_XP_041144789.2_5710,0.6280654431244352,3.7612619467438586,0.1669826382786645,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092410.1_cds_XP_041148564.1_11326,lcl|NC_092405.1_cds_XP_041146231.1_7343,0.979896003310383,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092403.1_cds_XP_041151531.1_12755,0.3268004436625232,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_041145120.1_6088,0.514047728105259,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092410.1_cds_XP_071367753.1_10474,0.6576223834483149,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092403.1_cds_XP_041151191.2_13156,0.6294917533273643,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092403.1_cds_XP_071367253.1_12773,0.7264219787157231,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_041145405.1_6415,0.6781934940532477,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092405.1_cds_XP_041146032.1_7116,0.7931301054429194,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_041145298.1_6296,0.7197456214306859,6.1076380543505575,0.1178435288774194,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_041144035.2_4832,0.7495269797503727,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092405.1_cds_XP_041146611.1_7787,0.7680696588996441,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092410.1_cds_XP_041148646.1_11239,0.7759464146222643,3.6745956064298286,0.2111651179423686,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092405.1_cds_XP_041146897.2_8124,0.8044367036873612,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_041145480.1_6500,0.7611177741027488,2.783822810960646,0.2734074062135087,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092410.1_cds_XP_041149259.2_10555,0.829162857285086,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092407.1_cds_XP_071364773.1_4772,0.8601937161881433,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092406.1_cds_XP_041139761.1_2354,0.9185779043196778,3.328056585394146,0.2760103023341141,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092409.1_cds_XP_071363852.1_3616,0.8654010192167843,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092409.1_cds_XP_041143688.1_4428,1.0475342378685617,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092408.1_cds_XP_041147238.2_8522,lcl|NC_092409.1_cds_XP_071364145.1_4600,1.0860225504929684,3.453408742945672,0.3144784273542488,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146792.1_8008,lcl|NC_092405.1_cds_XP_041146867.1_8090,0.7776357708099491,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146792.1_8008,lcl|NC_092410.1_cds_XP_071367641.1_10144,0.8000705574010871,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146792.1_8008,lcl|NC_092405.1_cds_XP_041146885.1_8112,0.8556104165577498,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146792.1_8008,lcl|NC_092405.1_cds_XP_071366737.1_8142,1.1338907622365897,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146792.1_8008,lcl|NC_092405.1_cds_XP_071366277.1_6787,1.095357044601977,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092404.1_cds_XP_041149886.2_11534,0.6912277873552204,2.323383531301782,0.2975091189391053,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092409.1_cds_XP_041143761.1_4510,0.6630995871255425,2.380344799115343,0.2785729140467314,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092403.1_cds_XP_041151656.1_12611,0.7198170523728925,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092408.1_cds_XP_041147060.1_8315,0.7033924333550059,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092404.1_cds_XP_041149810.1_11450,0.700998189599224,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092404.1_cds_XP_041150044.1_11732,0.7116246784184882,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
lcl|NC_092405.1_cds_XP_041146412.1_7559,lcl|NC_092403.1_cds_XP_041151341.1_12980,0.6756348729531483,-1.0,inf,GCF_009017415.1,黄曲霉 (Aspergillus flavus)
